3741,Fallon Nas,Fallon,United States,NFL,KNFL,39.416584,-118.70098,3934,-8,A,America/Los_Angeles
3748,Norman Y Mineta San Jose Intl,San Jose,United States,SJC,KSJC,37.3626,-121.929022,62,-8,A,America/Los_Angeles
3756,Palmdale Rgnl Usaf Plt 42,Palmdale,United States,PMD,KPMD,34.629391,-118.08456,2543,-8,A,America/Los_Angeles
3758,El Centro Naf,El Centro,United States,NJK,KNJK,32.829222,-115.671667,-42,-8,A,America/Los_Angeles
3777,Bellingham Intl,Bellingham,United States,BLI,KBLI,48.792694,-122.537528,170,-8,A,America/Los_Angeles
3783,Moffett Federal Afld,Mountain View,United States,NUQ,KNUQ,37.416142,-122.049139,32,-8,A,America/Los_Angeles
3799,Riverside Muni,Riverside,United States,RAL,KRAL,33.951875,-117.445103,818,-8,A,America/Los_Angeles
3805,Stockton Metropolitan,Stockton,United States,SCK,KSCK,37.894167,-121.238306,33,-8,A,America/Los_Angeles
3807,Reno Tahoe Intl,Reno,United States,RNO,KRNO,39.499108,-119.768108,4415,-8,A,America/Los_Angeles
3810,Vandenberg Afb,Lompoc,United States,VBG,KVBG,34.737333,-120.584306,369,-8,A,America/Los_Angeles
3814,Nellis Afb,Las Vegas,United States,LSV,KLSV,36.236197,-115.034253,1870,-8,A,America/Los_Angeles
3815,March Arb,Riverside,United States,RIV,KRIV,33.880711,-117.259453,1535,-8,A,America/Los_Angeles
3816,Modesto City Co Harry Sham,Modesto,United States,MOD,KMOD,37.625817,-120.954422,97,-8,A,America/Los_Angeles
3817,Sacramento Intl,Sacramento,United States,SMF,KSMF,38.695417,-121.590778,27,-8,A,America/Los_Angeles
3822,Snohomish Co,Everett,United States,PAE,KPAE,47.906342,-122.281564,606,-8,A,America/Los_Angeles
3839,Palm Springs Intl,Palm Springs,United States,PSP,KPSP,33.829667,-116.506694,477,-8,A,America/Los_Angeles
3867,John Wayne Arpt Orange Co,Santa Ana,United States,SNA,KSNA,33.675667,-117.868222,56,-8,A,America/Los_Angeles
3877,Mc Carran Intl,Las Vegas,United States,LAS,KLAS,36.080056,-115.15225,2141,-8,A,America/Los_Angeles
3883,Mc Minnville Muni,Mackminnville,United States,MMV,KMMV,45.194444,-123.135944,163,-8,A,America/Los_Angeles
3944,Pullman-Moscow Rgnl,Pullman,United States,PUW,KPUW,46.743861,-117.109583,2556,-8,A,America/Los_Angeles
3945,Lewiston Nez Perce Co,Lewiston,United States,LWS,KLWS,46.3745,-117.015389,1442,-8,A,America/Los_Angeles
3948,Monterey Peninsula,Monterey,United States,MRY,KMRY,36.587,-121.842944,257,-8,A,America/Los_Angeles
3949,Santa Barbara Muni,Santa Barbara,United States,SBA,KSBA,34.426211,-119.840372,10,-8,A,America/Los_Angeles
4071,Van Nuys,Van Nuys,United States,VNY,KVNY,34.209811,-118.489972,802,-8,A,America/Los_Angeles
4088,McClellan-Palomar Airport,Carlsbad,United States,CLD,KCRQ,33.0742,-117.1648,328,-8,A,America/Los_Angeles
4098,Redding Muni,Redding,United States,RDD,KRDD,40.509,-122.293389,504,-8,A,America/Los_Angeles
4099,Mahlon Sweet Fld,Eugene,United States,EUG,KEUG,44.124583,-123.211972,374,-8,A,America/Los_Angeles
4101,Rogue Valley Intl Medford,Medford,United States,MFR,KMFR,42.374228,-122.8735,1335,-8,A,America/Los_Angeles
4103,Roberts Fld,Redmond-Bend,United States,RDM,KRDM,44.254066,-121.149964,3077,-8,A,America/Los_Angeles
4136,Blythe Airport,Blythe,United States,BLH,KBLH,33.619167,-114.716889,399,-8,A,America/Los_Angeles
4262,Lake Tahoe Airport,South Lake Tahoe,United States,TVL,KTVL,38.893889,-119.995278,8544,-8,A,America/Los_Angeles
4298,El Toro,Santa Ana,United States,NZJ,KNZJ,33.676132,-117.731164,383,-8,A,America/Los_Angeles
4384,Arcata,Arcata CA,United States,ACV,KACV,40.978111,-124.108611,221,-8,A,America/Los_Angeles
5719,Walla Walla Regional Airport,Walla Walla,United States,ALW,KALW,46.0949,-118.288,1191,-8,A,America/Los_Angeles
5727,Del Norte County Airport,Crescent City,United States,CEC,KCEC,41.7802,-124.237,57,-8,A,America/Los_Angeles
5731,William R Fairchild International Airport,Port Angeles,United States,CLM,KCLM,48.1202,-123.5,291,-8,A,America/Los_Angeles
5736,Elko Regional Airport,Elko,United States,EKO,KEKO,40.8249,-115.792,5140,-8,A,America/Los_Angeles
5750,Klamath Falls Airport,Klamath Falls,United States,LMT,KLMT,42.1561,-121.733,4095,-8,A,America/Los_Angeles
5757,Southwest Oregon Regional Airport,North Bend,United States,OTH,KOTH,43.4171,-124.246,17,-8,A,America/Los_Angeles
5768,San Luis County Regional Airport,San Luis Obispo,United States,SBP,KSBP,35.2368,-120.642,212,-8,A,America/Los_Angeles
5772,Santa Maria Pub Cpt G Allan Hancock Airport,Santa Maria,United States,SMX,KSMX,34.8989,-120.457,261,-8,A,America/Los_Angeles
5779,Yakima Air Terminal McAllister Field,Yakima,United States,YKM,KYKM,46.5682,-120.544,1095,-8,A,America/Los_Angeles
6133,Tri Cities Airport,Pasco,United States,PSC,PSC,46.2647,-119.119,410,-8,A,America/Los_Angeles
6136,Lopez Island Airport,Lopez,United States,LPS,S31,48.4839,-122.938,209,-8,A,America/Los_Angeles
6445,Bremerton National,Bremerton,United States,PWT,KPWT,47.490244,-122.764814,444,-8,A,America/Los_Angeles
6457,Kenmore Air Harbor Seaplane Base,Seattle,United States,LKE,KW55,47.629,-122.339,14,-8,A,America/Los_Angeles
6481,Fullerton Municipal Airport,Fullerton,United States,FUL,KFUL,33.521925,-117.584722,96,-8,A,America/Los_Angeles
6864,Point Roberts Airpark,Point Roberts,United States,1RL,K1RL,48.979722,-123.078889,10,-8,A,America/Los_Angeles
6883,Eastern Oregon Regional Airport,Pendleton,United States,PDT,KPDT,45.695,-118.841389,1497,-8,A,America/Los_Angeles
6916,Pangborn Field,Wenatchee,United States,EAT,KEAT,47.398,-120.206,1249,-8,A,America/Los_Angeles
6961,Oxnard - Ventura County,Oxnard,United States,OXR,KOXR,34.200833,-119.207222,15,-8,A,America/Los_Angeles
6992,Charles M Schulz Sonoma Co,Santa Rosa,United States,STS,KSTS,38.508978,-122.81288,125,-8,A,America/Los_Angeles
7025,Avalon,Catalina Island,United States,AVX,KAVX,33.405,-118.415833,1602,-8,A,America/Los_Angeles
7026,Mojave,Mojave,United States,MHV,KMHV,35.059364,-118.151856,2791,-8,A,America/Los_Angeles
7053,Zamperini Field Airport,Torrance,United States,TOA,KTOA,33.803392,-118.339611,101,-8,A,America/Los_Angeles
7075,Ely Airport,Ely,United States,ELY,KELY,39.299722,-114.841944,6259,-8,A,America/Los_Angeles
7081,Mammoth Yosemite Airport,Mammoth Lakes,United States,MMH,KMMH,37.624049,-118.837772,7128,-8,A,America/Los_Angeles
7082,Friday Harbor Airport,Friday Harbor,United States,FRD,KFHR,48.521944,-123.024444,113,-8,A,America/Los_Angeles
7083,Orcas Island Airport,Eastsound,United States,ESD,KORS,48.708056,-122.910556,31,-8,A,America/Los_Angeles
7085,Astoria Regional Airport,Astoria,United States,AST,KAST,46.157972,-123.878694,15,-8,A,America/Los_Angeles
7086,Newport Municipal Airport,Newport,United States,ONP,KNOP,44.580361,-124.057917,160,-8,A,America/Los_Angeles
7120,Inyokern Airport,Inyokern,United States,IYK,KIYK,35.658889,-117.829444,2455,-8,A,America/Los_Angeles
7121,Visalia Municipal Airport,Visalia,United States,VIS,KVIS,36.318611,-119.392778,295,-8,A,America/Los_Angeles
7122,Merced Municipal Airport,Merced,United States,MCE,KMCE,37.284722,-120.513889,156,-8,A,America/Los_Angeles
7585,Borrego Valley Airport,Borrego Springs,United States,BXS,KBXS,33.259028,-116.320972,520,-8,A,America/Los_Angeles
7629,Livermore Municipal,Livermore,United States,LVK,KLVK,37.41362,-121.49133,400,-8,A,America/Los_Angeles
7630,MariposaYosemite,Mariposa,United States,MPI,KMPI,37.3039,-120.0222,2454,-8,A,America/Los_Angeles
7646,Jacqueline Cochran Regional Airport,Palm Springs,United States,TRM,KTRM,33.626666,-116.159667,0,-8,A,America/Los_Angeles
7647,Santa Monica Municipal Airport,Santa Monica,United States,SMO,KSMO,34.015833,-118.451306,177,-8,A,America/Los_Angeles
7648,Bermuda Dunes Airport,Palm Springs,United States,UDD,KUDD,33.748438,-116.274813,73,-8,A,America/Los_Angeles
7650,Olympia Regional Airpor,Olympia,United States,OLM,KOLM,46.969404,-122.902545,209,-8,A,America/Los_Angeles
7651,Yolo County Airport,Davis-Woodland-Winters,United States,DWA,KDWA,38.579389,-121.856944,100,-8,A,America/Los_Angeles
7658,Napa County Airport,Napa,United States,APC,KAPC,38.213194,-122.280694,35,-8,A,America/Los_Angeles
7659,Brown Field Municipal Airport,San Diego,United States,SDM,KSDM,32.572272,-116.980161,526,-8,A,America/Los_Angeles
7670,San Bernardino International Airport,San Bernardino,United States,SBD,KSBD,34.095352,-117.234872,1159,-8,A,America/Los_Angeles
7683,San Carlos Airport,San Carlos,United States,SQL,KSQL,37.511944,-122.249444,5,-8,A,America/Los_Angeles
7693,Gillespie,El Cajon,United States,SEE,KSEE,32.826222,-116.972444,388,-8,A,America/Los_Angeles
7702,Truckee-Tahoe Airport,Truckee,United States,TKF,KTRK,39.320042,-120.139563,5900,-8,A,America/Los_Angeles
7769,French Valley Airport,Murrieta-Temecula,United States,RBK,KF70,33.574179,-117.128473,1350,-8,A,America/Los_Angeles
7826,McNary Field,Salem,United States,SLE,KSLE,44.9095,-123.003,214,-8,A,America/Los_Angeles
7875,Yuba County Airport,Yuba City,United States,MYV,KMYV,39.0553,-121.3411,62,-8,A,America/Los_Angeles
7888,Buchanan Field Airport,Concord,United States,CCR,KCCR,37.989667,-122.056889,26,-8,A,America/Los_Angeles
7938,Kelso Longview,Kelso,United States,KLS,KKLS,46.118,-122.898389,20,-8,A,America/Los_Angeles
7999,Henderson Executive Airport,Henderson,United States,HSH,KHND,35.972778,-115.134444,1881,-8,A,America/Los_Angeles
8121,Portland Troutdale,Troutdale,United States,TTD,KTTD,45.54937,-122.401253,39,-8,A,America/Los_Angeles
8122,Portland Hillsboro,Hillsboro,United States,HIO,KHIO,45.540394,-122.949825,204,-8,A,America/Los_Angeles
8219,Silver Springs Airport,Silver Springs,United States,SPZ,KSPZ,39.403028,-119.251194,4269,-8,A,America/Los_Angeles
8220,Whiteman Airport,Los Angeles,United States,WHP,KWHP,34.259325,-118.413433,1003,-8,A,America/Los_Angeles
8221,Madera Municipal Airport,Madera,United States,MAE,KMAE,36.988611,-120.112444,255,-8,A,America/Los_Angeles
8443,Redlands Municipal Airport,Redlands,United States,REI,KREI,34.08525,-117.146388,1574,-8,A,America/Los_Angeles
8445,Flabob Airport,Riverside,United States,RIR,KRIR,33.988778,-117.409971,764,-8,A,America/Los_Angeles
8446,Tacoma Narrows Airport,Tacoma,United States,TIW,KTIW,47.267944,-122.57811,294,-8,A,America/Los_Angeles
8608,Ramona Airport,Ramona,United States,RNM,KRNM,33.039167,-116.91525,1395,-8,A,America/Los_Angeles
8771,Lompoc Airport,Lompoc,United States,LPC,KLPC,34.6656,-120.4675,88,-8,A,America/Los_Angeles
8796,Renton,Renton,United States,RNT,KRNT,47.493139,-122.21575,32,-8,A,America/Los_Angeles
8798,Brackett Field,La Verne,United States,POC,KPOC,34.091667,-117.781778,1014,-8,A,America/Los_Angeles
8864,Palo Alto Airport of Santa Clara County,Palo Alto,United States,PAO,KPAO,37.461111,-122.115056,7,-8,A,America/Los_Angeles
8982,Hayward Executive Airport,Hayward,United States,HWD,KHWD,37.658889,-122.121667,52,-8,A,America/Los_Angeles
9071,NAS Alameda,Alameda,United States,NGZ,KNGZ,37.7861,-122.3186,10,-8,U,America/Los_Angeles
9173,Oceano County Airport,Oceano,United States,L52,KL52,35.101472,-120.622361,14,-8,U,America/Los_Angeles
9184,Lincoln Regional Airport Karl Harder Field,Lincoln,United States,LHM,KLHM,38.909167,-121.351333,121,-8,A,America/Los_Angeles
9189,Pappy Boyington,Coeur d'Alene,United States,COE,KCOE,47.774306,-116.819583,2320,-8,A,America/Los_Angeles
9404,Ocean Shores Municipal,Ocean Shores,United States,W04,KW04,46.5995,-124.0854,15,-8,A,America/Los_Angeles
9405,Packwood,Packwood,United States,55S,K55S,46.3625,-121.4067,1057,-8,A,America/Los_Angeles
9407,Prosser,Prosser,United States,S40,KS40,46.128,-119.4773,705,-8,A,America/Los_Angeles
9408,Chehalis-Centralia,Chehalis,United States,CLS,KCLS,46.4062,-122.5897,177,-8,A,America/Los_Angeles
9409,Desert Aire,Mattawa,United States,M94,KM94,46.4124,-119.5518,586,-8,A,America/Los_Angeles
9410,Lebanon State,Lebanon,United States,S30,KS30,44.3179,-122.5577,344,-8,A,America/Los_Angeles
9488,Corvallis Muni,Corvallis,United States,CVO,KCVO,44.5067,-123.2915,250,-8,A,America/Los_Angeles
